district,population,health_score
Gasabo,440679,80.19883858406517
Gasabo,219755,64.32041198135988
Gasabo,200884,65.21583316064411
Gasabo,514818,50.91205181465187
Gasabo,445312,55.67756266525401
Gasabo,474777,88.23552455520098
Gasabo,438670,67.80309746459554
Gasabo,464656,52.98825049631712
Gasabo,583699,64.7087313763286
Gasabo,223508,87.3195214692123
Gasabo,524257,62.16942520678852
Gasabo,421568,61.14638097822727
Gasabo,633282,71.79454864543807
Gasabo,498164,87.62390866149015
Gasabo,305239,74.8624012064074
Gasabo,261768,81.92399331705798
Gasabo,139571,76.98203186588891
Gasabo,355693,80.27525362990195
Gasabo,643796,59.32622324887042
Gasabo,517921,70.0350887901646
Gasabo,593138,62.46452996620296
Gasabo,167089,58.93183636795344
Gasabo,563838,73.63425163175924
Gasabo,580956,65.4262220677186
Gasabo,495032,50.155324664112904
Gasabo,191029,63.13365344967008
Gasabo,562227,78.65085599172704
Gasabo,320927,57.105455890143865
Gasabo,671573,53.77475967861456
Gasabo,658294,75.60002923782504
Gasabo,111636,85.50793967351652
Gasabo,503923,70.87181628442698
Gasabo,485396,56.34518385397135
Gasabo,527706,60.145480988229
Gasabo,376256,59.42380126282386
Gasabo,583844,60.864738876424006
Gasabo,115348,81.17038665275675
Gasabo,304616,73.99696467487192
Gasabo,626046,77.72179668981713
Gasabo,357072,66.51777512902302
Gasabo,490752,53.98098130730939
Gasabo,545057,54.84692555407825
Gasabo,611161,71.09767999395659
Gasabo,431188,77.4702486253575
Gasabo,432855,87.65295031420851
Gasabo,452442,67.06231243865071
Gasabo,391411,72.23324320462203
Gasabo,491998,82.70141731250123
Gasabo,606260,58.61015738734086
Gasabo,526085,83.01401406846776
Gasabo,141636,56.052575470715
Gasabo,566170,54.01575323998804
Gasabo,183265,76.59991530566154
Gasabo,659921,59.895893550582066
Gasabo,236815,86.8430843366672
Gasabo,491874,61.308135448543275
Gasabo,309324,56.52709973442154
Gasabo,583407,59.708434460319225
Gasabo,127699,69.54566355392708
Gasabo,423059,59.35998681595038
Gasabo,545878,53.51584153897691
Gasabo,596072,67.48781740938087
Gasabo,144343,86.34694700940757
Gasabo,685817,64.06128330332369
Gasabo,408900,88.85800495394867
Gasabo,235954,68.88689060160468
Gasabo,476541,56.346653589518894
Gasabo,135427,71.67653581192286
Gasabo,164929,81.52345924647052
Gasabo,287458,83.0941779670222
Gasabo,590366,85.07305118048382
Gasabo,669580,55.096235307993744
Gasabo,410637,64.3300440971586
Gasabo,486669,65.77252091629377
Gasabo,463908,61.6178622901741
Gasabo,407891,58.39547660751986
Gasabo,240236,71.29990068702055
Gasabo,348027,71.04339963039877
Gasabo,581458,68.51642796901325
Gasabo,376447,81.10290581159187
Gasabo,353708,56.78171044185211
Gasabo,122861,76.8617180433476
Gasabo,593484,88.59567044435634
Gasabo,518956,60.9604601565371
Gasabo,253604,88.66223713490282
Gasabo,658499,55.65217912266587
Gasabo,447681,59.59788289870881
Gasabo,425208,86.83646400589399
Gasabo,290147,77.21466136125495
Gasabo,418606,83.07526288224041
Gasabo,596314,67.26289189302156
Gasabo,299073,56.41859031391374
Gasabo,221957,88.33959884855433
Gasabo,151897,52.09335612851307
Gasabo,139840,52.82342273080949
Gasabo,105346,59.49492017415548
Gasabo,141499,69.06489009081564
Gasabo,408992,88.99242646823512
Gasabo,335798,80.28558440418946
Gasabo,466050,60.75165181275911
Gasabo,615569,75.00452887724427
Gasabo,400960,53.82673832892352
Gasabo,695998,78.38667150266723
Gasabo,475016,86.38144132510371
Gasabo,466169,57.504160551099076
Gasabo,162378,73.52548999333621
Gasabo,658931,76.27374654130264
Gasabo,137038,70.81943489717649
Gasabo,501989,53.61074115514032
Gasabo,492044,89.28499206306239
Gasabo,394403,85.28803105001663
Gasabo,278319,51.95854319022787
Gasabo,477645,68.56181264861816
Gasabo,297946,68.68172074650955
Gasabo,657145,65.5054944575039
Gasabo,202493,57.99510925932479
Gasabo,459749,50.001830656965225
Gasabo,257187,83.4022491379462
Gasabo,493741,56.54774836177114
Gasabo,565163,54.256705541376334
Gasabo,548311,51.32311255785528
Gasabo,394765,85.64178301539425
Gasabo,166515,87.68791783065723
Gasabo,616632,51.86704419615532
Gasabo,236152,55.887517198339076
Gasabo,654638,85.5453100668172
Gasabo,174831,78.9052842231301
Gasabo,385158,59.78978025017258
Gasabo,636080,68.4896253251638
Gasabo,312597,83.37106324130329
Gasabo,401480,87.29257072207078
Gasabo,620321,55.284594617950255
Gasabo,208223,68.06901944098989
Gasabo,632342,61.542113379308965
Gasabo,645459,58.17541990370613
Gasabo,218210,85.30051427915976
Gasabo,272316,66.90319679233002
Gasabo,579386,73.25774631138908
Gasabo,229854,53.74520049069918
Gasabo,304154,63.899511956321355
Gasabo,323517,80.06701955704216
Gasabo,335512,72.70835003706709
Gasabo,190854,73.98683019090903
Gasabo,600485,89.73130128674954
Gasabo,228301,53.695251625197514
Gasabo,652198,60.51311062808854
Gasabo,370366,54.01474899365157
Gasabo,209859,73.96584358323543
Gasabo,478549,55.73302486499496
Gasabo,260688,56.185236259656214
Gasabo,388508,73.31461515240366
Gasabo,126135,54.0253803532631
Gasabo,491673,79.85395983109015
Gasabo,659417,66.34806849343985
Gasabo,303883,81.73762821959332
Gasabo,432625,89.4847140983305
Gasabo,350829,50.85136957187154
Gasabo,569058,76.70191494385898
Gasabo,692225,69.13062433849396
Gasabo,418630,84.62870667344737
Gasabo,199459,65.19500021399365
Gasabo,162434,80.76336226532575
Gasabo,404470,61.30316146365346
Gasabo,177310,59.031723429987466
Gasabo,493808,74.73019245491065
Gasabo,503156,55.464563111912945
Gasabo,211597,84.88912517404138
Gasabo,408939,59.741504515236066
Gasabo,673097,59.45264645515129
Gasabo,372550,89.13135810236926
Gasabo,281208,53.269039493511755
Gasabo,616152,69.12691868559334
Gasabo,320753,62.93247852547573
Gasabo,490646,66.48697325877615
Gasabo,414533,75.00405867713191
Gasabo,346013,58.718200087804775
Gasabo,326210,68.59228825046722
Gasabo,223030,75.12771343310985
Gasabo,343831,56.88932983006717
Gasabo,283901,71.76381564879915
Gasabo,257724,82.86223448988001
Gasabo,495266,50.38758530369692
Gasabo,316055,70.87792848222693
Gasabo,289677,55.99101388628354
Gasabo,632584,75.93098969761442
Gasabo,185392,55.47558696596084
Gasabo,389620,54.66274723859095
Gasabo,311633,85.98877277093206
Gasabo,404867,56.85978700941804
Gasabo,434849,73.76028828937552
Gasabo,122525,88.6777452481777
Gasabo,162146,56.34398118884117
Gasabo,687520,88.19352020863926
Gasabo,447403,63.322446738714625
Gasabo,470705,50.735291258991495
Gasabo,162727,53.75836080527733
Gasabo,466592,79.54788477303222
Gasabo,151390,68.91224325900738
Gasabo,579888,89.32776674350441
Gasabo,324952,78.47720133957878
Gasabo,119909,85.91450903259376
Gasabo,367112,61.47044017073791
Gasabo,381379,55.23396394819752
Gasabo,280831,52.73924298570188
Gasabo,572444,72.27819161309927
Gasabo,211953,70.96959971299847
Gasabo,492700,74.68169026752025
Gasabo,696877,68.67248548479304
Gasabo,473279,69.2035452557626
Gasabo,617122,69.36845461648194
Gasabo,243520,52.534583037166094
Gasabo,289442,83.92942878434928
Gasabo,377320,88.90769779603866
Gasabo,405316,61.80675023491696
Gasabo,132224,74.10371327609131
Gasabo,611666,63.07281870999111
Gasabo,481224,61.246590459527084
Gasabo,526963,85.04605331059633
Gasabo,602361,86.65926357500808
Gasabo,264983,82.38774835485913
Gasabo,208667,64.42120714807396
Gasabo,656687,88.5917658257363
Gasabo,582800,85.14759075533308
Gasabo,403203,51.14411062894491
Gasabo,373380,86.07229376029639
Gasabo,344091,88.2012166730006
Gasabo,125282,83.11224324048743
Gasabo,570493,59.72153541418374
Gasabo,154918,68.31934903511996
Gasabo,207350,68.01029356103729
Gasabo,173314,62.14367132589095
Gasabo,551855,74.53810579954552
Gasabo,434594,74.78985972494675
Gasabo,468688,55.73698432163837
Gasabo,547631,55.03158594465981
Gasabo,483694,74.03546649278947
Gasabo,665114,75.83280232061509
Gasabo,268003,61.82860654343711
Gasabo,137566,78.19405249103667
Gasabo,136594,61.31170415781428
Gasabo,186023,66.80558994207328
Gasabo,417124,52.53829929129759
Gasabo,521016,85.7550958827196
Gasabo,597805,53.79684049150514
Gasabo,115094,63.469589150451554
Gasabo,222402,72.21590835961175
Gasabo,511024,88.13111165447916
Gasabo,683807,53.768192751371316
Gasabo,588137,87.94852038892401
Gasabo,636666,57.62714015014561
Gasabo,675086,80.53755732361391
Gasabo,449432,57.09866281518892
Gasabo,162176,71.46626409687886
Gasabo,551474,55.687279743018415
Gasabo,150578,69.66512952712318
Gasabo,376151,65.06722038732076
Gasabo,192490,76.66363523781396
Gasabo,253895,55.72365336480899
Gasabo,650489,60.81482303732058
Gasabo,518540,79.89617979177373
Gasabo,624606,73.19274205192598
Gasabo,481191,77.96706353882942
Gasabo,248359,61.104677404586624
Gasabo,427951,53.87748818190757
Gasabo,377853,76.94183867531575
Gasabo,229323,82.85080488735676
Gasabo,577606,70.8656717127507
Gasabo,150193,59.36133719394843
Gasabo,478758,87.02757507278571
Gasabo,408429,78.56942220962003
Gasabo,381199,74.68770009043894
Gasabo,399174,69.9261663590296
Gasabo,648176,81.33033876244676
Gasabo,394722,88.04447355198536
Gasabo,638367,56.84716932772912
Gasabo,316281,80.949913980816
Gasabo,411097,63.447283800785115
Gasabo,645762,59.563708334585144
Gasabo,452971,62.13855796369002
Gasabo,687488,59.24580744360424
Gasabo,403441,75.58083752978646
Gasabo,537393,77.75414943975892
Gasabo,290652,63.120701453992396
Gasabo,617270,51.780239820920656
Gasabo,431158,68.56193784210646
Gasabo,550987,88.47356323795356
Gasabo,174701,73.2859456933829
Gasabo,159704,73.85391755464455
Gasabo,267329,84.4327517181051
Gasabo,194256,79.56077041441307
Gasabo,406895,60.810247763219955
Gasabo,105419,71.18990052549833
Gasabo,155490,71.07587004522618
Gasabo,255293,64.09006853322957
Gasabo,551076,52.33876185534646
Gasabo,339745,56.98860311947768
Gasabo,228864,73.87896204926453
Gasabo,302411,89.45230321498427
Gasabo,689662,59.66472247023426
Gasabo,469566,58.73212703083176
Gasabo,284593,60.586827262993566
Gasabo,681664,60.58221474055598
Gasabo,614085,62.783580029608316
Gasabo,317420,89.41843350439149
Gasabo,496336,57.46960899030626
Gasabo,358590,70.14786230024353
Gasabo,233554,71.15235956352626
Gasabo,613872,64.14491933627707
Gasabo,465485,69.64457100301779
Gasabo,312678,64.00037624525531
Gasabo,346603,59.722917395357086
Gasabo,632254,89.38585534961618
Gasabo,525403,71.2013610514953
Gasabo,613114,56.430109273607854
Gasabo,624715,62.79792052704715
Gasabo,386543,79.74331303067972
Gasabo,133298,52.2815418718499
Gasabo,301763,69.14443102238648
Gasabo,252497,67.78158148533392
Gasabo,502223,69.49582389457751
Gasabo,133065,58.2096248820509
Gasabo,173114,81.22349622920252
Gasabo,445984,83.39714754430824
Gasabo,350206,80.15226510406276
Gasabo,235727,64.60790601124623
Gasabo,124145,58.429845310158086
Gasabo,470075,71.49725074350016
Gasabo,356143,85.95298060013958
Gasabo,382316,62.34949639923563
Gasabo,370188,78.37986522437312
Gasabo,604135,67.48436470004123
Gasabo,549540,73.0288296589475
Gasabo,222372,79.47927938664799
Gasabo,683735,77.28188457601179
Gasabo,228326,54.64048119148433
Gasabo,129532,79.87975540249182
Gasabo,450689,75.06956874354512
Gasabo,255770,69.07842356073976
Gasabo,160056,51.294064410475
Gasabo,359591,71.88986942866163
Gasabo,281664,53.02875921778021
Gasabo,234465,74.44501358344445
Gasabo,316483,77.22925349962924
Gasabo,121278,88.98448441449884
Gasabo,474098,89.04527197900477
Gasabo,209929,72.10664340273425
Gasabo,630687,88.49329218641319
Gasabo,302698,62.88217323818655
Gasabo,262115,74.26432488130605
Gasabo,325950,64.99279864445775
Gasabo,160234,88.34882859525854
Gasabo,599535,84.23922459120101
Gasabo,452635,52.55779543616681
Gasabo,368990,74.52116185068012
Gasabo,518907,56.06448884168553
Gasabo,209098,50.969464257175886
Gasabo,543554,76.29918479399984
Gasabo,391831,57.10583743388594
Gasabo,497556,58.60619750481305
Gasabo,364338,55.06724001595834
Gasabo,133163,75.00416326694322
Gasabo,470772,69.91932506033584
Gasabo,293432,68.83710199665117
Gasabo,440664,60.680308941016634
Gasabo,682960,77.94086019130947
Gasabo,684862,86.232786778282
Gasabo,263598,68.22877359098067
Gasabo,385501,66.30204246754391
Gasabo,603844,73.01375710624791
Gasabo,281445,62.207415448504804
Gasabo,600592,65.12324436350657
Gasabo,420455,50.267930867514764
Gasabo,696085,66.63047889633755
Gasabo,109410,83.20678534583041
Gasabo,279012,75.93334308357171
Gasabo,322839,86.76201552911746
Gasabo,100007,75.72307807268758
Gasabo,616168,73.16141798764986
Gasabo,151034,54.02164977681163
Gasabo,497671,59.904590002151004
Gasabo,517257,58.2959591167776
Gasabo,321203,80.54521961410238
Gasabo,554652,63.652925815241126
Gasabo,211323,58.11059921769066
Gasabo,352365,67.70850973581334
Gasabo,598677,88.09713670731088
Gasabo,205210,78.8525185832433
Gasabo,588666,83.54392033910707
Gasabo,454313,63.39649445017248
Gasabo,565921,84.7619672321522
Gasabo,110326,74.11373001681105
Gasabo,587504,69.56326080238397
Gasabo,670378,65.60076407236912
Gasabo,402696,61.922250776011644
Gasabo,250104,88.23018248324905
Gasabo,390338,88.8730228107353
Gasabo,105298,55.73521592355006
Gasabo,531167,74.63319723061551
Gasabo,657792,78.67713289331432
Gasabo,575867,88.27168138323604
Gasabo,693228,66.35663672303605
Gasabo,354154,63.27045902348547
Gasabo,219940,65.63807276812345
Gasabo,165835,54.9170101003191
Gasabo,458764,51.83698961284965
Gasabo,146422,73.73426844481902
Gasabo,379220,71.39709460409767
Gasabo,512750,59.58791197589451
Gasabo,439191,66.24119617614816
Gasabo,177018,80.18997656207141
Gasabo,578058,54.62363603938447
Gasabo,691057,58.40495960105454
Gasabo,147155,83.57440891267075
Gasabo,393701,58.36637625541944
Gasabo,174520,67.33823506641016
Gasabo,658875,79.8300854820883
Gasabo,691546,63.03458033517494
Gasabo,248010,54.34882951478474
Gasabo,641321,85.33500325073396
Gasabo,122803,55.94262422511024
Gasabo,234710,58.28076112587575
Gasabo,215288,55.798147505640166
Gasabo,663676,87.06508105825408
Gasabo,412690,67.5695262100622
Gasabo,676145,66.3097351112078
Gasabo,316669,89.89762065548257
Gasabo,592123,58.528370303030016
Gasabo,460480,81.9047955585387
Gasabo,669131,50.98224527709142
Gasabo,652635,86.58609419180792
Gasabo,288268,70.69966075045389
Gasabo,483959,86.49962917483555
Gasabo,119250,84.74488767604427
Gasabo,472443,53.154998013609244
Gasabo,216958,78.19367623297546
Gasabo,497327,82.29192916569542
Gasabo,619049,60.904071746065185
Gasabo,413979,77.83924717967832
Gasabo,651268,66.17530649696866
Gasabo,554896,75.17620933609217
Gasabo,462913,68.66290313783202
Gasabo,523815,73.92439963154055
Gasabo,587630,80.59896159447322
Gasabo,262183,52.043162538036405
Gasabo,110556,64.14836665954012
Gasabo,605257,63.70714086872457
Gasabo,442869,52.39739566780984
Gasabo,466004,84.88059973297132
Gasabo,178497,82.26981135654381
Gasabo,502016,78.83044233350802
Gasabo,436393,79.6616654399433
Gasabo,179979,70.61658751453169
Gasabo,595600,51.643390071848216
Gasabo,676786,88.27079054638126
Gasabo,584398,51.632996071278846
Gasabo,196734,83.73511967465562
Gasabo,637903,57.06398348340044
Gasabo,169522,55.52088211102855
Gasabo,494677,77.93860302474437
Gasabo,140866,59.120788873512915
Gasabo,443663,83.30806520385298
Gasabo,513137,58.37097002589281
Gasabo,497536,88.46128034952733
Gasabo,302180,61.86517450219768
Gasabo,540998,70.71165754746255
Gasabo,420359,52.30194329904329
Gasabo,642529,54.62803526325638
Gasabo,674482,89.48884622372682
Gasabo,308176,70.38827520393937
Gasabo,183573,64.2119147657366
Gasabo,361955,68.77988527618294
Gasabo,133347,77.50469276520299
Gasabo,456167,70.88633973288556
Gasabo,452368,72.29859237389607
Gasabo,566478,73.14960015179453
Gasabo,377247,76.78660323497743
Gasabo,149509,73.36479742709527
Gasabo,385853,79.15389049415944
Gasabo,400502,78.55998281929223
Gasabo,470689,50.24116478955563
Gasabo,228717,76.55690749315139
Gasabo,134294,63.216536229219756
Gasabo,411594,72.96704185487667
Gasabo,234522,89.7345137920619
Gasabo,569680,78.60287757746269
Gasabo,583501,87.55171986193542
Gasabo,510566,55.19652590445153
Gasabo,652350,75.37592392092984
Gasabo,534971,82.63096311782874
Gasabo,542839,61.56365237979422
Gasabo,559024,85.73050402478594
Gasabo,462559,53.47788911011027
Gasabo,393653,75.1690404552419
Gasabo,591846,50.08669511519153
Gasabo,574342,81.64494452654853
Gasabo,263528,86.30264104870253
Gasabo,465254,78.38890098151182
Gasabo,163031,64.95779599362258
Gasabo,165611,89.469405552502
Gasabo,688455,74.19231363451709
Gasabo,144464,57.92431015609205
Gasabo,252579,80.77837321001998
Gasabo,470054,50.0950179201447
Gasabo,130074,68.97270668297203
Gasabo,372682,83.36276921212061
Gasabo,469478,65.09077727827822
Gasabo,515106,51.042953010544686
Gasabo,381399,63.880472027972125
Gasabo,316138,75.30490662903524
Gasabo,463862,61.699585967031396
Gasabo,163138,72.10184964070578
Gasabo,111111,74.73147734369762
Gasabo,131851,81.54952335146112
Gasabo,553137,68.08432973008476
Gasabo,261310,80.50669313458059
Gasabo,448549,63.13008084746627
Gasabo,120032,84.44384353267868
Gasabo,248151,71.79281534147108
Gasabo,244140,77.76557924352318
Gasabo,600550,68.46130747326033
Gasabo,367657,88.61377792196552
Gasabo,603708,70.78669823628066
Gasabo,383439,75.72930156066012
Gasabo,563996,84.25265816308169
Gasabo,657740,60.40210037622228
Gasabo,174223,63.807663269516276
Gasabo,186326,57.12895392319458
Gasabo,107676,81.28894827571477
Gasabo,610863,55.48884010272503
Gasabo,139782,70.64199237856468
Gasabo,207351,89.06477105048728
Gasabo,152111,89.97176725343958
Gasabo,214416,77.87108257444838
Gasabo,542147,63.16823379571758
Gasabo,548696,87.63744284575907
Gasabo,603535,68.00477953274697
Gasabo,136953,78.56091852071849
Gasabo,635235,74.72292413030225
Gasabo,121978,59.619759075311194
Gasabo,276619,60.97835869410059
Gasabo,246002,88.44055382140488
Gasabo,529631,75.51500212424776
Gasabo,624239,53.11679131626149
Gasabo,410371,88.2756101791613
Gasabo,551920,73.34233714991294
Gasabo,499039,57.84296188635851
Gasabo,680924,59.795894001603
Gasabo,278876,76.85979786665862
Gasabo,365856,74.72670735322336
Gasabo,383832,86.69615425444135
Gasabo,296395,64.73853489377518
Gasabo,666568,80.5554820750425
Gasabo,568741,54.33488857631949
Gasabo,250645,65.74803045145796
Gasabo,410608,81.7969802739124
Gasabo,302310,66.52313143861132
Gasabo,638689,68.67063495662879
Gasabo,279598,74.86917133539629
Gasabo,504215,56.03950721148058
Gasabo,468593,84.61465598283203
Gasabo,506376,73.64351762789548
Gasabo,591128,74.66962043849941
Gasabo,233673,85.74835551089782
Gasabo,677350,50.836155128785194
Gasabo,505561,76.518017390415
Gasabo,289737,66.68129808373628
Gasabo,245240,60.86740816169754
Gasabo,533271,83.40301762069788
Gasabo,469915,50.83128484463902
Gasabo,434653,80.90198921771878
Gasabo,195184,69.77510894271256
Gasabo,422993,54.26535405277369
Gasabo,490348,67.31114701571613
Gasabo,218267,63.22825968555129
Gasabo,246640,84.4734641971502
Gasabo,531235,58.68407939439598
Gasabo,657098,57.98205887099152
Gasabo,535629,86.44916216328474
Gasabo,204036,73.48254723631818
Gasabo,656113,80.04455525067554
Gasabo,114777,55.602963870282956
Gasabo,299594,68.35108089977453
Gasabo,175067,80.99023427719062
Gasabo,211343,61.64258821453937
Gasabo,445199,55.04805611530021
Gasabo,445573,89.44966185586105
Gasabo,469273,73.79234235459687
Gasabo,537441,77.92456685935281
Gasabo,676211,75.69113234285774
Gasabo,383073,68.02767263249879
Gasabo,532156,57.56683744553527
Gasabo,163684,74.79054699929976
Gasabo,280936,59.34099681278882
Gasabo,264846,69.09014538920545
Gasabo,628461,58.30910063644894
Gasabo,201610,89.16091726222118
Gasabo,657839,57.11149350059765
Gasabo,682375,75.48119541962126
Gasabo,517550,73.61868920866189
Gasabo,563423,75.40282765797687
Gasabo,419248,62.26990030762492
Gasabo,308969,66.61895693369492
Gasabo,680037,73.9301330416506
Gasabo,405490,50.54747517121065
Gasabo,699541,55.55471025691031
Gasabo,260520,69.42396888744457
Gasabo,259126,70.24531471417339
Gasabo,346419,89.9358374175317
Gasabo,258768,59.582419978708316
Gasabo,689457,56.38945134460971
Gasabo,256864,72.11567575448827
Gasabo,274655,63.98839558194859
Gasabo,584110,58.76388172149538
Gasabo,231617,61.24115376819955
Gasabo,481880,74.16405428149147
Gasabo,320673,74.74527279482456
Gasabo,356933,80.88610650386144
Gasabo,513649,63.464395445939076
Gasabo,347620,61.63895533148933
Gasabo,584113,52.49725644896753
Gasabo,127158,77.79152725162696
Gasabo,472763,84.08385919853743
Gasabo,489550,52.130683604731075
Gasabo,272899,69.07145671869165
Gasabo,533033,75.44504779104986
Gasabo,175557,84.26757593084693
Gasabo,109173,65.3030024224608
Gasabo,513120,79.13581168962679
Gasabo,229543,54.28530036551117
Gasabo,240977,77.83920211068104
Gasabo,196098,82.75469281438941
Gasabo,432049,50.83774395783693
Gasabo,249807,86.43078856079075
Gasabo,197380,54.86320175712833
Gasabo,676121,68.2313554882632
Gasabo,158676,84.53274963979723
Gasabo,433271,51.63845875687951
Gasabo,112795,56.0021527240282
Gasabo,636973,68.5830293137416
Gasabo,491163,51.01358590536115
Gasabo,438984,87.3763679085578
Gasabo,620438,79.61550336957599
Gasabo,100663,67.03332415009135
Gasabo,545090,71.13740216362683
Gasabo,142842,74.59037650014655
Gasabo,459910,78.42102219998738
Gasabo,603435,89.31859682452219
Gasabo,473104,81.35560862628738
Gasabo,196911,53.94847020062458
Gasabo,611138,85.26491592155894
Gasabo,128200,52.70160475697868
Gasabo,545239,82.84383225444103
Gasabo,647866,68.58909741354967
Gasabo,451451,59.237962149961255
Gasabo,368673,67.39742507330241
Gasabo,224156,84.74748601984754
Gasabo,376720,81.94253704183922
Gasabo,474311,88.36150362186822
Gasabo,650022,83.38197043832085
Gasabo,570707,87.25903247520095
Gasabo,271301,81.59072281938319
Gasabo,434483,82.64287711631454
Gasabo,566034,85.58738854066345
Gasabo,260369,55.107050213871446
Gasabo,341254,82.32076391380758
Gasabo,134431,74.29502056448626
Gasabo,106585,64.28456429343824
Gasabo,186821,55.06312324624603
Gasabo,596414,66.3938856730732
Gasabo,276702,74.8284167248709
Gasabo,147863,50.31485765258139
Gasabo,588506,65.8027699098272
Gasabo,546779,87.03901814981745
Gasabo,355492,84.45827633337377
Gasabo,580253,84.58956077190321
Gasabo,458557,60.92326741031145
Gasabo,293382,82.81898366072832
Gasabo,173785,55.15014625139417
Gasabo,578315,74.0076782943871
Gasabo,495266,56.018533283647145
Gasabo,448200,73.25623387861981
Gasabo,192850,86.00967505233177
Gasabo,118879,60.62434527433978
Gasabo,541127,86.37717756563782
Gasabo,377371,64.40622957646355
Gasabo,118400,88.7948570990678
Gasabo,390858,82.24027823477962
Gasabo,522744,70.74208049327078
Gasabo,260143,62.95437143110299
Gasabo,575759,74.80598577882458
Gasabo,576350,60.581057612070744
Gasabo,630454,55.80677719383825
Gasabo,144552,80.87999433180764
Gasabo,442754,88.83001401256021
Gasabo,561060,81.25026264090191
Gasabo,109138,86.57054608692789
Gasabo,508780,72.3636584831288
Gasabo,434767,57.32087910636511
Gasabo,387257,64.24682713361821
Gasabo,131644,89.94050537659422
Gasabo,206567,83.28731758731222
Gasabo,108720,87.94132848629073
Gasabo,379680,61.09183452057967
Gasabo,156915,75.59686073395147
Gasabo,127993,86.73943971094528
Gasabo,543250,55.34884455060316
Gasabo,519403,55.416699519674644
Gasabo,538064,60.67726783353001
Gasabo,195265,75.74792081998271
Gasabo,268093,83.80228767817597
Gasabo,644701,57.141896010553545
Gasabo,324628,67.26937622662481
Gasabo,273184,54.356531779949634
Gasabo,679235,80.03624494195904
Gasabo,299212,82.17450135066686
Gasabo,547684,77.85536446757506
Gasabo,614860,62.44737577769247
Gasabo,141436,78.34267135550738
Gasabo,677086,87.73029574941877
Gasabo,196520,70.54968080035056
Gasabo,432942,59.06715163437094
Gasabo,282194,69.4035802007387
Gasabo,485109,86.01810345116519
Gasabo,643677,50.14640693043639
Gasabo,665881,83.97939789485778
Gasabo,532720,62.05947254969297
Gasabo,394160,54.30623460002599
Gasabo,500917,89.89423656114376
Gasabo,163086,83.10260420880832
Gasabo,380050,89.93934663013752
Gasabo,468318,89.61755268399071
Gasabo,131240,77.18043326037164
Gasabo,380590,73.57645059422518
Gasabo,154346,58.84963400484534
Gasabo,614370,69.42895263430509
Gasabo,454864,54.77697832142096
Gasabo,562702,79.70061840630572
Gasabo,287495,54.51876317261969
Gasabo,386237,84.45135529724871
Gasabo,552022,84.08739264591094
Gasabo,462352,79.39604226518219
Gasabo,549248,73.63694576312102
Gasabo,502934,75.27984586086016
Gasabo,486563,54.64678448971374
Gasabo,152933,73.29455685339897
Gasabo,338925,69.29152907957827
Gasabo,528950,89.40935884529057
Gasabo,405547,74.39911738533723
Gasabo,380069,70.5056036696963
Gasabo,170492,81.20187121380437
Gasabo,355966,50.426814793204045
